Wavelength     Transit Depth       Err_Transit Depth   Resolution          
3.745190       0.0087476134        0.0041730833        195.941055          
3.764285       -0.0005568730       0.0018411339        197.134590          
3.783380       0.0003275965        0.0008771049        198.134590          
3.802977       0.0013512598        0.0004360188        194.054216          
3.822072       0.0014895746        0.0002258887        200.160906          
3.841168       0.0015970402        0.0001149227        201.160906          
3.861267       0.0016826327        0.0000643990        192.102861          
3.880362       0.0016483653        0.0000435235        203.213538          
3.899458       0.0016518331        0.0000342431        204.213538          
3.919055       0.0016648856        0.0000321759        199.977293          
3.939155       0.0017001896        0.0000306907        195.977861          
3.959255       0.0016202740        0.0000306840        196.977861          
3.979355       0.0016006456        0.0000308763        197.977861          
3.999455       0.0016545947        0.0000304257        198.977861          
4.020058       0.0016209969        0.0000314905        195.124742          
4.040158       0.0016817719        0.0000317696        201.002861          
4.060258       0.0017214164        0.0000320642        202.002861          
4.081363       0.0017350948        0.0000315999        193.383677          
4.101965       0.0017457012        0.0000319275        199.100352          
4.123070       0.0017103065        0.0000322634        195.359867          
4.144175       0.0017853334        0.0000326185        196.359867          
4.165280       0.0018082482        0.0000329997        197.359867          
4.186385       0.0018322926        0.0000334098        198.359867          
4.207992       0.0018940482        0.0000338358        194.746847          
4.229097       0.0018733812        0.0000334597        200.383677          
4.251207       0.0019307563        0.0000347308        192.275328          
4.272312       0.0019377942        0.0000351869        202.431296          
4.293418       0.0020550553        0.0000348173        203.431296          
4.316030       0.0020160056        0.0000352946        190.869210          
4.338140       0.0020771918        0.0000357963        196.207146          
4.360250       0.0019552892        0.0000363292        197.207146          
4.382360       0.0019907347        0.0000361151        198.207146          
4.404973       0.0020103323        0.0000375413        194.802543          
4.427083       0.0019320055        0.0000381128        200.229873          
4.449193       0.0019396194        0.0000386422        201.229873          
4.472307       0.0018877629        0.0000382723        193.480748          
4.494417       0.0019407710        0.0000395933        203.275328          
4.517030       0.0019690672        0.0000392511        199.758098          
4.540145       0.0018823071        0.0000397838        196.415531          
4.563260       0.0018926835        0.0000403705        197.415531          
4.586375       0.0018753941        0.0000409693        198.415531          
4.609992       0.0018008017        0.0000416046        195.193924          
4.633108       0.0018056323        0.0000414325        200.437270          
4.657227       0.0019452430        0.0000422336        193.085717          
4.681347       0.0018763665        0.0000430452        194.085717          
4.705970       0.0018348113        0.0000437756        191.124784          
4.730090       0.0017882572        0.0000444417        196.106551          
4.754210       0.0018767243        0.0000451617        197.106551          
4.778330       0.0017769309        0.0000450262        198.106551          
4.802952       0.0018463422        0.0000467782        195.063560          
4.828077       0.0017694039        0.0000466462        192.162289          
4.852197       0.0018789083        0.0000485315        201.169051          
4.876317       0.0018260343        0.0000496847        202.169051          
4.900940       0.0018967199        0.0000502027        199.043152          
4.926065       0.0018234366        0.0000520557        196.062289          
4.951190       0.0018230063        0.0000470823        197.062289          
4.998425       0.0018840389        0.0000694200        105.820366          
